Title,Year,Username,UserID,Date,Start,Finish,Paused,Duration,Percent,Platform,Player,Type,Transcode,RatingKey
Monster - The Hurt Man,2024,Rauno T,8898770,09/29/2024,13:20,13:59,3 mins,36 mins,100,tvOS,Apple TV,episode,direct play,141556
Beetlejuice,1988,dlee247,63169931,09/28/2024,19:34,19:37,6 secs,3 mins,1,Tizen,TV 2022,movie,transcode,141415
Chapter 10 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/28/2024,18:43,18:47,3 mins,1 min,3,iOS,iPhone,track,direct play,124170
Chapter 9 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/28/2024,18:22,18:41,3 mins,16 mins,100,iOS,iPhone,track,direct play,124169
Chapter 8 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/28/2024,18:48,18:20,4 mins,14 mins,100,iOS,iPhone,track,direct play,124168
The Secret Lives of Mormon Wives - The Book of Belonging,2024,Kristina K,16439482,09/27/2024,06:33,12:58,20 mins,40 mins,100,tvOS,Apple TV,episode,direct play,141423
The Secret Lives of Mormon Wives - The First Book of Taylor,2024,Kristina K,16439482,09/27/2024,06:30,06:32,0 mins,3 mins,100,tvOS,Apple TV,episode,copy,141422
Twin Peaks - Double Play,1991,dlee247,63169931,09/26/2024,21:29,22:17,3 mins,44 mins,100,tvOS,Apple TV,episode,direct play,141102
Twin Peaks - Checkmate,1991,dlee247,63169931,09/25/2024,21:19,22:13,10 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141101
Monster - Kill or be Killed,2024,Rauno T,8898770,09/25/2024,20:29,21:24,8 mins,46 mins,100,tvOS,Apple TV,episode,direct play,141555
The Secret Lives of Mormon Wives - The First Book of Taylor,2024,Kristina K,16439482,09/25/2024,09:06,19:10,6 mins,41 mins,100,tvOS,Apple TV,episode,copy,141422
Monster - Brother, Can You Spare a Dime,2024,Rauno T,8898770,09/25/2024,12:31,13:16,0 mins,46 mins,100,tvOS,Apple TV,episode,direct play,141554
Emily in Paris - All Road Leads to Rome,2024,Kristina K,16439482,09/24/2024,10:53,21:06,9 mins,44 mins,100,tvOS,Apple TV,episode,copy,141362
Twin Peaks - The Black Widow,1991,dlee247,63169931,09/24/2024,19:59,20:46,3 mins,44 mins,100,tvOS,Apple TV,episode,direct play,141100
Monster - Spree,2024,Rauno T,8898770,09/24/2024,19:29,20:19,5 secs,51 mins,100,tvOS,Apple TV,episode,direct play,141553
Twin Peaks - Masked Ball,1990,dlee247,63169931,09/23/2024,20:48,21:44,10 mins,46 mins,100,tvOS,Apple TV,episode,direct play,141099
Monster - Blame it on the Rain,2024,Rauno T,8898770,09/23/2024,20:46,21:43,8 secs,57 mins,100,tvOS,Apple TV,episode,direct play,141552
90 Day Fiancé: Before the 90 Days - Revelations,2024,Rauno T,8898770,09/23/2024,18:57,20:31,14 mins,1 hr 19 mins,100,tvOS,Apple TV,episode,direct play,141542
High Times - Jamiroquai,1996,Rauno T,8898770,09/23/2024,14:26,14:31,4 mins,25 secs,7,iOS,iPhone,track,direct play,141262
Alright - Jamiroquai,1996,Rauno T,8898770,09/23/2024,14:22,14:25,0 mins,4 mins,100,iOS,iPhone,track,direct play,141261
Bullet Train,2022,williamsarevet,314398203,09/22/2024,22:01,22:08,0 mins,7 mins,100,webOS,LG 55SK7900PLA,movie,direct play,42109
Bullet Train,2022,williamsarevet,314398203,09/22/2024,19:05,22:01,22 mins,2 hrs 8 mins,100,webOS,LG 55SK7900PLA,movie,direct play,42109
Escape at Dannemora - Part 7,2018,Rauno T,8898770,09/22/2024,18:54,20:48,16 mins,1 hr 38 mins,100,tvOS,Apple TV,episode,direct play,141138
Escape at Dannemora - Part 6,2018,Rauno T,8898770,09/22/2024,15:55,15:00,6 mins,52 mins,100,tvOS,Apple TV,episode,direct play,141137
Brooklyn Nine-Nine - A Tale of Two Bandits,2019,kregorkruusvald,168005844,09/22/2024,11:05,11:26,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,141370
Brooklyn Nine-Nine - Four Movements,2019,kregorkruusvald,168005844,09/22/2024,10:43,11:04,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,141369
Brooklyn Nine-Nine - The Tattler,2019,kregorkruusvald,168005844,09/22/2024,10:21,10:43,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,141368
Emily in Paris - Roman Holiday,2024,Kristina K,16439482,09/22/2024,10:13,10:52,11 mins,29 mins,100,tvOS,Apple TV,episode,copy,141361
Brooklyn Nine-Nine - Hitchcock & Scully,2019,kregorkruusvald,168005844,09/22/2024,23:41,10:21,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,141367
Emily in Paris - Back on the Crazy Horse,2024,Kristina K,16439482,09/22/2024,09:45,10:13,0 mins,28 mins,100,tvOS,Apple TV,episode,copy,141360
The Lord of the Rings: The Rings of Power - Where Is He?,2024,kregorkruusvald,168005844,09/21/2024,20:28,21:27,0 mins,59 mins,100,Android,Smart TV Pro,episode,direct play,141520
Escape at Dannemora - Part 5,2018,Rauno T,8898770,09/21/2024,21:29,15:55,3 mins,54 mins,100,tvOS,Apple TV,episode,direct play,141136
Love Foolosophy - Jamiroquai,2001,Rauno T,8898770,09/21/2024,18:49,08:32,5 mins,6 mins,100,Chrome,Chrome,track,direct play,141249
Escape at Dannemora - Part 4,2018,Rauno T,8898770,09/20/2024,20:20,21:17,2 mins,55 mins,100,tvOS,Apple TV,episode,direct play,141135
Emily in Paris - Lost in Translation,2024,Kristina K,16439482,09/20/2024,15:50,16:25,5 secs,35 mins,100,tvOS,Apple TV,episode,copy,141359
Emily in Paris - Last Christmas,2024,Kristina K,16439482,09/20/2024,12:11,12:54,8 mins,36 mins,100,tvOS,Apple TV,episode,copy,141358
Twin Peaks - Dispute Between Brothers,1990,dlee247,63169931,09/19/2024,21:21,22:13,7 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141098
Escape at Dannemora - Part 3,2018,Rauno T,8898770,09/19/2024,21:01,21:59,26 secs,58 mins,100,tvOS,Apple TV,episode,direct play,141134
90 Day Fiancé: Before the 90 Days - Sound And The Fury,2024,Rauno T,8898770,09/19/2024,15:57,14:24,12 mins,1 hr 21 mins,100,tvOS,Apple TV,episode,direct play,141477
Twin Peaks - Arbitrary Law,1990,dlee247,63169931,09/18/2024,21:09,21:58,4 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141097
Silo - The Getaway,2023,Rauno T,8898770,09/17/2024,21:54,22:00,1 sec,5 mins,12,iOS,iPad,episode,direct play,125508
Silo - Hanna,2023,Rauno T,8898770,09/17/2024,21:18,21:54,24 mins,42 mins,100,iOS,iPad,episode,direct play,125507
Yellowstone - The Unravelling (2),2018,kregorkruusvald,168005844,09/17/2024,21:24,22:10,0 mins,46 mins,100,Android,Smart TV Pro,episode,direct play,120005
Yellowstone - The Unravelling (1),2018,kregorkruusvald,168005844,09/17/2024,20:43,21:24,0 mins,41 mins,100,Android,Smart TV Pro,episode,direct play,120004
The Lord of the Rings: The Rings of Power - Halls of Stone,2024,kregorkruusvald,168005844,09/16/2024,21:17,22:17,0 mins,1 hr 1 min,100,Android,Smart TV Pro,episode,direct play,141363
Twin Peaks - Drive with a Dead Girl,1990,dlee247,63169931,09/16/2024,20:04,20:55,7 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141096
The Lord of the Rings: The Rings of Power - Eldest,2024,kregorkruusvald,168005844,09/15/2024,21:55,22:55,0 mins,60 mins,100,Android,Smart TV Pro,episode,direct play,141162
Twin Peaks - Lonely Souls,1990,dlee247,63169931,09/15/2024,20:39,21:37,12 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141095
Canned Heat - Jamiroquai,1999,Rauno T,8898770,09/15/2024,18:45,18:49,0 mins,4 mins,100,iOS,Rauno's iPhone,track,direct play,141212
The Lord of the Rings: The Rings of Power - The Eagle and the Sceptre,2024,kregorkruusvald,168005844,09/15/2024,17:34,18:41,0 mins,1 hr 7 mins,100,Android,Smart TV Pro,episode,direct play,141114
The Lord of the Rings: The Rings of Power - Where the Stars Are Strange,2024,kregorkruusvald,168005844,09/15/2024,16:25,17:34,5 mins,1 hr 3 mins,100,Android,Smart TV Pro,episode,direct play,141113
Love Foolosophy - Jamiroquai,2001,Rauno T,8898770,09/15/2024,15:45,15:51,1 min,5 mins,100,Chrome,Chrome,track,direct play,141249
Love Foolosophy - Jamiroquai,2001,Rauno T,8898770,09/15/2024,15:40,15:46,1 min,6 mins,100,Chrome,Chrome,track,direct play,141249
Cosmic Girl - Jamiroquai,1996,Rauno T,8898770,09/15/2024,15:38,15:39,0 mins,1 min,100,Chrome,Chrome,track,direct play,141258
Canned Heat - Jamiroquai,1999,Rauno T,8898770,09/15/2024,15:33,15:38,19 secs,6 mins,100,Chrome,Chrome,track,direct play,141212
Brooklyn Nine-Nine - Honeymoon,2019,kregorkruusvald,168005844,09/14/2024,23:19,23:40,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,141366
The Lord of the Rings: The Rings of Power - Where the Stars Are Strange,2024,kregorkruusvald,168005844,09/14/2024,22:26,22:55,1 min,20 mins,100,Android,Smart TV Pro,episode,direct play,141113
The Lord of the Rings: The Rings of Power - Elven Kings Under the Sky,2024,kregorkruusvald,168005844,09/13/2024,22:58,00:09,0 mins,1 hr 12 mins,100,Android,Smart TV Pro,episode,direct play,141112
Yellowstone - A Monster Is Among Us,2018,kregorkruusvald,168005844,09/12/2024,21:36,22:25,0 mins,49 mins,100,Android,Smart TV Pro,episode,direct play,120003
Yellowstone - The Remembering,2018,kregorkruusvald,168005844,09/12/2024,20:54,21:36,0 mins,42 mins,100,Android,Smart TV Pro,episode,direct play,120002
The Secret Lives of Mormon Wives - The First Book of Taylor,2024,williamsarevet,314398203,09/12/2024,20:36,20:43,3 mins,4 mins,9,webOS,LG 55SK7900PLA,episode,direct play,141422
Yellowstone - Coming Home,2018,kregorkruusvald,168005844,09/12/2024,20:02,20:54,0 mins,51 mins,100,Android,Smart TV Pro,episode,direct play,120001
Yellowstone - The Long Black Train,2018,kregorkruusvald,168005844,09/12/2024,19:08,20:02,22 secs,54 mins,100,Android,Smart TV Pro,episode,direct play,120000
Silo - The Janitor's Boy,2023,Rauno T,8898770,09/11/2024,21:39,21:37,7 mins,18 mins,100,iOS,iPad,episode,direct play,125504
Twin Peaks - Demons,1990,dlee247,63169931,09/11/2024,20:05,20:52,1 min,46 mins,100,tvOS,Apple TV,episode,direct play,141094
Chapter 7 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/11/2024,18:40,18:47,4 mins,7 mins,100,iOS,iPhone,track,direct play,124167
Twin Peaks - The Orchid's Curse,1990,dlee247,63169931,09/10/2024,21:10,22:00,6 mins,43 mins,100,tvOS,Apple TV,episode,direct play,141093
Chapter 6 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/10/2024,17:21,18:39,8 mins,41 mins,100,iOS,iPhone,track,direct play,124166
Chapter 6 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/10/2024,17:48,17:25,4 mins,10 mins,100,iOS,iPhone,track,direct play,124166
Chapter 3 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/10/2024,17:39,17:20,1 sec,3 mins,16,iOS,iPhone,track,direct play,124163
Smilers: Live Unplugged,2003,Rauno T,8898770,09/10/2024,16:02,16:07,0 mins,5 mins,11,Chrome,Chrome,movie,direct play,129094
60 Minutes - A Web of Intrigue; Novak Djokovic,2024,Rauno T,8898770,09/10/2024,11:21,12:43,16 mins,40 mins,100,tvOS,Apple TV,episode,direct play,141057
60 Minutes - Secretary of Commerce; On British Soil; St. Mary's,2024,Rauno T,8898770,09/10/2024,11:18,11:21,1 min,2 mins,16,tvOS,Apple TV,episode,direct play,141156
Twin Peaks - Laura's Secret Diary,1990,dlee247,63169931,09/09/2024,21:37,21:43,3 mins,2 mins,100,tvOS,Apple TV,episode,direct play,141092
Estonia - The Final Report,2023,williamsarevet,314398203,09/09/2024,21:12,21:55,1 min,42 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141172
90 Day Fiancé: Before the 90 Days - A Tale Of Two Cities,2024,Rauno T,8898770,09/09/2024,20:59,22:21,3 mins,1 hr 20 mins,100,tvOS,Apple TV,episode,direct play,141313
Twin Peaks - Laura's Secret Diary,1990,dlee247,63169931,09/09/2024,20:45,21:37,9 mins,43 mins,100,tvOS,Apple TV,episode,direct play,141092
Estonia - The Life Raft,2023,williamsarevet,314398203,09/09/2024,20:20,21:12,10 mins,42 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141171
Estonia - Mr. Skylight to number one and two,2023,williamsarevet,314398203,09/08/2024,20:34,21:15,0 mins,42 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141170
Escape at Dannemora - Part 2,2018,Rauno T,8898770,09/08/2024,19:39,20:28,0 mins,50 mins,100,tvOS,Apple TV,episode,direct play,141133
Twin Peaks - The Man Behind the Glass,1990,dlee247,63169931,09/08/2024,19:37,20:26,3 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141091
Estonia - Mate's Watch,2023,williamsarevet,314398203,09/08/2024,19:36,20:33,14 mins,43 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141169
Estonia - Buoy,2023,williamsarevet,314398203,09/08/2024,18:55,19:36,0 mins,42 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141168
Escape at Dannemora - Part 1,2018,Rauno T,8898770,09/08/2024,16:37,19:13,2 mins,1 hr 4 mins,100,tvOS,Apple TV,episode,direct play,141132
Estonia - Mayday,2023,williamsarevet,314398203,09/08/2024,22:03,18:54,1 min,44 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141167
Escape at Dannemora - Part 7,2018,Rika T,20848970,09/08/2024,17:09,18:46,4 secs,1 hr 36 mins,100,Tizen,TV 2019,episode,direct play,141138
Escape at Dannemora - Part 6,2018,Rika T,20848970,09/08/2024,16:15,17:09,2 mins,52 mins,100,Tizen,TV 2019,episode,direct play,141137
Trip Hoppin’ - Aerosmith,2001,Rauno T,8898770,09/08/2024,16:05,16:10,3 mins,2 mins,100,tvOS,Apple TV,track,direct play,98578
Fly Away From Here - Aerosmith,2001,Rauno T,8898770,09/08/2024,16:00,16:05,0 mins,5 mins,100,tvOS,Apple TV,track,direct play,98577
Face / Under My Skin (reprise) - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:56,16:00,3 secs,3 mins,100,tvOS,Apple TV,track,direct play,98586
Outta Your Head - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:53,15:56,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,98582
Under My Skin - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:52,15:53,0 mins,16 secs,7,tvOS,Apple TV,track,direct play,98580
Sunshine - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:49,15:52,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,98579
Fly Away From Here - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:44,15:49,0 mins,5 mins,100,tvOS,Apple TV,track,direct play,98577
Jaded - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:42,15:44,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,98576
Just Push Play - Aerosmith,2001,Rauno T,8898770,09/08/2024,15:38,15:42,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,98575
Cosmic Girl - Jamiroquai,1996,Rauno T,8898770,09/08/2024,13:17,15:37,0 mins,10 mins,100,tvOS,Apple TV,track,direct play,141258
Cosmic Girl - Jamiroquai,1996,Rauno T,8898770,09/08/2024,13:19,13:20,0 mins,1 min,100,Chrome,Chrome,track,direct play,141258
Escape at Dannemora - Part 5,2018,Rika T,20848970,09/07/2024,20:35,21:29,0 mins,54 mins,100,Tizen,TV 2019,episode,direct play,141136
Escape at Dannemora - Part 4,2018,Rika T,20848970,09/07/2024,19:39,20:35,0 mins,56 mins,100,Tizen,TV 2019,episode,direct play,141135
Dune: Part One,2021,kregorkruusvald,168005844,09/07/2024,17:32,20:30,23 mins,2 hrs 34 mins,100,webOS,LG 55SM9010PLA,movie,direct play,26907
Escape at Dannemora - Part 3,2018,Rika T,20848970,09/07/2024,10:43,11:48,7 mins,58 mins,100,Tizen,TV 2019,episode,direct play,141134
Escape at Dannemora - Part 2,2018,Rika T,20848970,09/07/2024,09:53,10:43,0 mins,50 mins,100,Tizen,TV 2019,episode,direct play,141133
Estonia - Passenger List,2023,williamsarevet,314398203,09/06/2024,21:14,22:02,6 mins,43 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141166
Estonia - Rescue Operation,2023,williamsarevet,314398203,09/06/2024,20:32,21:14,6 secs,41 mins,100,webOS,LG 55SK7900PLA,episode,direct play,141165
90 Day Fiancé: Before the 90 Days - Great Expectations,2024,Rauno T,8898770,09/06/2024,14:33,20:56,10 mins,1 hr 24 mins,100,tvOS,Apple TV,episode,direct play,141154
Escape at Dannemora - Part 1,2018,Rika T,20848970,09/04/2024,17:56,20:39,24 mins,1 hr 2 mins,100,Tizen,TV 2019,episode,direct play,141132
The Office - Customer Survey,2008,Rauno T,8898770,09/04/2024,13:13,13:35,0 mins,21 mins,100,tvOS,Apple TV,episode,direct play,75590
Where the Light Is: John Mayer Live in Concert,2008,Rauno T,8898770,09/04/2024,12:51,13:13,4 secs,22 mins,17,tvOS,Apple TV,movie,direct play,129294
Oasis Knebworth 1996,2021,Rauno T,8898770,09/04/2024,13:21,09:20,3 mins,47 mins,100,tvOS,Apple TV,movie,direct play,141087
Chapter 5 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/03/2024,17:45,17:48,0 mins,3 mins,100,iOS,iPhone,track,direct play,124165
Chapter 4 - Mötley Crüe, Sebastian York, Roger Wayne, Fred Berman, MacLeod Andrews, Hillary Huber,2014,Rauno T,8898770,09/03/2024,17:41,17:45,6 mins,37 mins,100,iOS,iPhone,track,direct play,124164
WWE Bash in Berlin,2024,kregorkruusvald,168005844,09/02/2024,13:56,16:21,25 secs,2 hrs 25 mins,100,webOS,LG 55SM9010PLA,movie,direct play,141157
Think Again - Adam Grant,2021,Rika T,20848970,09/01/2024,21:00,21:00,3 secs,1 min,0,Android,Galaxy S22,track,direct play,127894
Too Hot to Handle - Bad to the Cone,2024,Kristina K,16439482,09/01/2024,19:45,19:53,0 mins,8 mins,14,tvOS,Apple TV,episode,copy,140503
A Good Girl's Guide to Murder - Episode 2,2024,Kristina K,16439482,09/01/2024,19:41,11:26,16 secs,36 mins,100,tvOS,Apple TV,episode,copy,140745
All the Girls in the World Beware - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:24,10:27,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,105096
Memories - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:21,10:24,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,105095
Look at Granny Run Run - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:18,10:21,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,105094
Life - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:17,10:18,0 mins,1 min,14,tvOS,Apple TV,track,direct play,105093
Runnin' - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:11,10:17,2 mins,4 mins,100,tvOS,Apple TV,track,direct play,105092
Responsibility - Grand Funk Railroad,1974,Rauno T,8898770,09/01/2024,10:08,10:11,0 mins,4 mins,0,tvOS,Apple TV,track,direct play,105091
Kill Bill: Vol. 1,2003,Rauno T,8898770,09/01/2024,20:14,10:06,20 mins,1 hr 44 mins,100,tvOS,Apple TV,movie,direct play,2557
Twin Peaks - Coma,1990,dlee247,63169931,08/31/2024,18:30,20:23,26 mins,45 mins,100,tvOS,Apple TV,episode,direct play,141090
A Teacher - Episode 10,2020,Kristina K,16439482,08/31/2024,16:25,16:52,2 mins,25 mins,100,tvOS,Apple TV,episode,copy,141069
A Teacher - Episode 9,2020,Kristina K,16439482,08/31/2024,15:57,16:25,0 mins,29 mins,100,tvOS,Apple TV,episode,copy,141068
A Teacher - Episode 8,2020,Kristina K,16439482,08/31/2024,15:27,15:57,9 mins,20 mins,100,tvOS,Apple TV,episode,copy,141067
A Teacher - Episode 7,2020,Kristina K,16439482,08/31/2024,22:29,15:27,2 secs,24 mins,100,tvOS,Apple TV,episode,copy,141066
Twisters,2024,dlee247,63169931,08/31/2024,21:03,13:32,1 hr 8 mins,49 mins,100,tvOS,Apple TV,movie,direct play,140760
The Office - Employee Transfer,2008,Rauno T,8898770,08/31/2024,13:18,08:06,0 mins,21 mins,100,tvOS,Apple TV,episode,direct play,75589
A Teacher - Episode 6,2020,Kristina K,16439482,08/30/2024,22:06,22:29,7 secs,23 mins,100,tvOS,Apple TV,episode,copy,141065
A Teacher - Episode 5,2020,Kristina K,16439482,08/30/2024,21:42,22:06,1 min,23 mins,100,tvOS,Apple TV,episode,copy,141064
A Teacher - Episode 4,2020,Kristina K,16439482,08/30/2024,21:16,21:42,0 mins,26 mins,100,tvOS,Apple TV,episode,copy,141063
A Teacher - Episode 3,2020,Kristina K,16439482,08/30/2024,21:07,21:16,5 secs,20 mins,100,tvOS,Apple TV,episode,copy,141062
Twin Peaks - May the Giant Be with You,1990,dlee247,63169931,08/29/2024,21:46,20:59,6 mins,1 hr 33 mins,100,tvOS,Apple TV,episode,direct play,141089
A Teacher - Episode 2,2020,Kristina K,16439482,08/28/2024,20:32,21:07,7 mins,27 mins,100,tvOS,Apple TV,episode,copy,141061
A Teacher - Episode 1,2020,Kristina K,16439482,08/28/2024,20:01,20:32,7 mins,25 mins,100,tvOS,Apple TV,episode,copy,141060
Emily in Paris - Trompe l'oeil,2024,Kristina K,16439482,08/28/2024,19:01,20:00,28 mins,32 mins,100,tvOS,Apple TV,episode,copy,140831
Estonia - A Find That Changes Everything - The Shipwreck,2020,Rauno T,8898770,08/28/2024,18:32,19:20,5 mins,43 mins,100,tvOS,Apple TV,episode,direct play,127764
Shining Girls - Cutline,2022,Rika T,20848970,08/28/2024,16:30,16:41,2 mins,10 mins,19,Tizen,TV 2019,episode,direct play,141017
